Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
07.03.2023,Tue,00:00,00:02,00:02,"이불 깔기, 이불 커버 베갯닛 씌우기, 잘 준비, 알람 설정",수면,수면 준비,,,,
07.03.2023,Tue,00:02,00:17,00:15,김영삼 인터뷰 등 관련 영상 등 시청,,,,,,
07.03.2023,Tue,00:17,00:26,00:09,유튜브 배돈 시청,여가,유튜브,,,,
07.03.2023,Tue,00:26,00:32,00:06,무한도전 시청,,,,,,
07.03.2023,Tue,00:32,00:35,00:03,무한도전 시청,,,,,,
07.03.2023,Tue,00:35,00:40,00:05,무한도전 시청,,,,,,
07.03.2023,Tue,00:40,00:43,00:03,무한도전 시청,,,,,,
07.03.2023,Tue,00:43,00:54,00:11,무한도전 시청,,,,,,
07.03.2023,Tue,00:54,05:42,04:48,잠,잠,잠,,,,
07.03.2023,Tue,05:42,05:54,00:12,"국내 언론 기사, 지면 인터뷰, 연재물 등 확인",정보,언론,,,,
07.03.2023,Tue,05:54,05:56,00:02,화장실,생활,화장실,,,,
07.03.2023,Tue,05:56,06:00,00:04,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
07.03.2023,Tue,06:00,06:36,00:36,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
07.03.2023,Tue,06:36,07:01,00:25,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
07.03.2023,Tue,07:01,07:06,00:05,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,07:06,07:20,00:14,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,07:20,07:32,00:12,책 철학의 책 (The Philosophy Book),,,,,,
07.03.2023,Tue,07:32,07:34,00:02,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,07:34,07:54,00:20,책 철학의 책 (The Philosophy Book),,,,,,
07.03.2023,Tue,07:54,07:57,00:03,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,07:57,08:08,00:11,책 철학의 책 (The Philosophy Book),,,,,,
07.03.2023,Tue,08:08,08:11,00:03,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,08:11,08:23,00:12,책 철학의 책 (The Philosophy Book),,,,,,
07.03.2023,Tue,08:23,08:33,00:10,"이동 준비, 이동 등",생활,이동,,,,
07.03.2023,Tue,08:33,09:00,00:27,"반도체 프로세스 (박정호 교수님) 수강, 관련 행정, 수험 등",,,,,,
